"Stichtagdatjahr","DatenstandCd","HAArtLevel1Sort","HAArtLevel1Cd","HAArtLevel1Lang","HASTWESort","HASTWECd","HASTWELang","BaualterSort_noDM","BaualterCd_noDM","BaualterLang_noDM","AnzZimmerLevel2Sort_noDM","AnzZimmerLevel2Cd_noDM","AnzZimmerLevel2Lang_noDM","AnzHA","HAPreisWohnflaeche","HAMedianPreis","HASumPreis"
2014,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",4,"4","4-Zimmer","19",10392,1300000,30340000
2014,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",4,"4","4-Zimmer","14",12553,1860000,23880000
2014,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",4,"4","4-Zimmer","20",12963,1558000,30464718
2014,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",4,"4","4-Zimmer","47",8673,950000,52803139
2014,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",4,"4","4-Zimmer","151",10675,1263000,207764596
2014,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",5,"5","5-Zimmer","18",9739,1545500,31018922
2014,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",5,"5","5-Zimmer","1–3",10828,1700000,K
2014,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",5,"5","5-Zimmer","15",14018,2235000,32980000
2014,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",5,"5","5-Zimmer","4–6",10202,1690050,10757798
2014,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",5,"5","5-Zimmer","23",11170,1370000,36340016
2014,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",5,"5","5-Zimmer","63",11170,1720090,112796736
2014,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",6,"6","6-Zimmer und mehr","1–3",12528,2230000,K
2014,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",6,"6","6-Zimmer und mehr","6",13831,3450000,19830000
2014,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",6,"6","6-Zimmer und mehr","1–3",12967,2360000,K
2014,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",6,"6","6-Zimmer und mehr","11",11569,1990000,26636164
2014,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",6,"6","6-Zimmer und mehr","20",12133,2267500,53286164
2015,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",1,"1","1-Zimmer","1–3",7071,495000,K
2015,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",1,"1","1-Zimmer","17",10308,800000,16129620
2015,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",1,"1","1-Zimmer","13–15",8276,232000,4312584
2015,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",1,"1","1-Zimmer","33",10000,470000,20937204
2015,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",2,"2","2-Zimmer","92",11346,824070,80020412
2015,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",2,"2","2-Zimmer","11",14711,1465000,16588100
2015,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",2,"2","2-Zimmer","6",12085,681500,4283000
2015,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",2,"2","2-Zimmer","6",9906,530000,3785000
2015,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",2,"2","2-Zimmer","47",8481,450000,25724240
2015,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",2,"2","2-Zimmer","162",10835,755000,130400752
2015,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",3,"3","3-Zimmer","184",11400,1195000,232762490
2015,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",3,"3","3-Zimmer","20",11247,1195000,23605000
2015,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",3,"3","3-Zimmer","7",10236,1085000,7780000
2015,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",3,"3","3-Zimmer","6",12028,948500,6069000
2015,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",3,"3","3-Zimmer","68",9788,803660,59395130
2015,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",3,"3","3-Zimmer","285",11228,1123000,329611621
2015,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",4,"4","4-Zimmer","122",10471,1350000,186378871
2015,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",4,"4","4-Zimmer","32",10480,1394000,51608000
2015,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",4,"4","4-Zimmer","15",13143,1688000,23958000
2015,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",4,"4","4-Zimmer","16",13870,2035000,34931000
2015,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",4,"4","4-Zimmer","61",9901,1120000,79358592
2015,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",4,"4","4-Zimmer","246",10730,1360000,376234463
2015,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",5,"5","5-Zimmer","61",11300,1720000,118683600
2015,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",5,"5","5-Zimmer","11",10505,2050000,21427800
2015,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",5,"5","5-Zimmer","6–8",9089,1545000,9120000
2015,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",5,"5","5-Zimmer","1–3",11748,1915000,K
2015,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",5,"5","5-Zimmer","24",9939,1390750,38042500
2015,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",5,"5","5-Zimmer","105",11167,1695000,192958900
2015,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",6,"6","6-Zimmer und mehr","1–4",11847,1990000,11689000
2015,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",6,"6","6-Zimmer und mehr","1–3",18728,5300000,K
2015,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",6,"6","6-Zimmer und mehr","1–3",12011,2150000,K
2015,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",6,"6","6-Zimmer und mehr","13",15093,2224720,31243719
2015,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",6,"6","6-Zimmer und mehr","19",13926,2150000,50382719
2016,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",1,"1","1-Zimmer","7",11923,930000,6295000
2016,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",1,"1","1-Zimmer","4",18754,920000,3660000
2016,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",1,"1","1-Zimmer","6",13206,1365000,6790024
2016,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",1,"1","1-Zimmer","8",13971,880000,7406627
2016,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",1,"1","1-Zimmer","19",7931,239880,6554971
2016,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",1,"1","1-Zimmer","44",11923,660500,30706622
2016,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",2,"2","2-Zimmer","42",11983,917500,37652762
2016,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",2,"2","2-Zimmer","15",15467,1540000,23070000
2016,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",2,"2","2-Zimmer","1–3",17250,862500,K
2016,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",2,"2","2-Zimmer","8–10",13429,810000,8454000
2016,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",2,"2","2-Zimmer","38",10624,590000,24989077
2016,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",2,"2","2-Zimmer","106",12208,827500,95890838
2016,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",3,"3","3-Zimmer","105",10288,1095000,125865691
2016,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",3,"3","3-Zimmer","31",11880,1390000,45824000
2016,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",3,"3","3-Zimmer","1–3",14929,1310000,K
2016,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",3,"3","3-Zimmer","9–11",15724,1700000,16627000
2016,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",3,"3","3-Zimmer","81",9800,751940,78544867
2016,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",3,"3","3-Zimmer","229",10488,1045000,269481558
2016,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",4,"4","4-Zimmer","104",10462,1400000,157626744
2016,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",4,"4","4-Zimmer","28",11682,1590000,52553000
2016,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",4,"4","4-Zimmer","17",13285,1510000,28195976
2016,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",4,"4","4-Zimmer","5",13942,2148000,10038000
2016,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",4,"4","4-Zimmer","54",9884,1016500,68044486
2016,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",4,"4","4-Zimmer","208",10792,1365000,316458205
2016,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",5,"5","5-Zimmer","34",11598,1825000,65938474
2016,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",5,"5","5-Zimmer","9",10938,2050000,16980000
2016,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",5,"5","5-Zimmer","1–3",14037,3060000,K
2016,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",5,"5","5-Zimmer","1–3",10000,1400000,K
2016,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",5,"5","5-Zimmer","22",11706,1685000,39213400
2016,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",5,"5","5-Zimmer","69",11607,1755000,131291874
2016,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",6,"6","6-Zimmer und mehr","1–3",15412,3682500,K
2016,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",6,"6","6-Zimmer und mehr","1–3",16148,4150000,K
2016,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",6,"6","6-Zimmer und mehr","1–3",7463,1515000,K
2016,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",6,"6","6-Zimmer und mehr","1–3",10779,6640000,K
2016,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",6,"6","6-Zimmer und mehr","11",12421,1975000,24876600
2016,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",6,"6","6-Zimmer und mehr","16",12153,2372500,44546600
2017,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",1,"1","1-Zimmer","1–3",16673,1667160,K
2017,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",1,"1","1-Zimmer","1–3",16909,965000,K
2017,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",1,"1","1-Zimmer","1–3",12174,850000,K
2017,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",1,"1","1-Zimmer","21",11207,360000,7738346
2017,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",1,"1","1-Zimmer","27",12152,410000,13985503
2017,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",2,"2","2-Zimmer","46",10969,775320,41144166
2017,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",2,"2","2-Zimmer","16–18",13746,1227500,22740000
2017,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",2,"2","2-Zimmer","1–3",17800,890000,K
2017,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",2,"2","2-Zimmer","28",12643,1020000,31476698
2017,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",2,"2","2-Zimmer","21",10000,625000,13150671
2017,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",2,"2","2-Zimmer","114",12209,899150,109401535
2017,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",3,"3","3-Zimmer","39",11818,1176200,50528100
2017,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",3,"3","3-Zimmer","31",13218,1575000,47180839
2017,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",3,"3","3-Zimmer","1–3",12963,1001000,K
2017,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",3,"3","3-Zimmer","10–12",15556,1510000,16755000
2017,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",3,"3","3-Zimmer","43",9815,795000,39124376
2017,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",3,"3","3-Zimmer","126",12136,1110000,155590315
2017,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",4,"4","4-Zimmer","49",10466,1395000,73416143
2017,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",4,"4","4-Zimmer","38",11455,1530000,67555000
2017,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",4,"4","4-Zimmer","12",12903,1841000,22152000
2017,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",4,"4","4-Zimmer","23",13760,1720000,41123302
2017,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",4,"4","4-Zimmer","57",11862,1225000,75133638
2017,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",4,"4","4-Zimmer","179",11862,1450000,279380083
2017,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",5,"5","5-Zimmer","25",11944,1835000,50306100
2017,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",5,"5","5-Zimmer","13",14212,2450000,38560000
2017,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",5,"5","5-Zimmer","6–8",12607,2655000,20355000
2017,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",5,"5","5-Zimmer","1–3",13429,2350000,K
2017,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",5,"5","5-Zimmer","23",11256,1500000,38918000
2017,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",5,"5","5-Zimmer","70",12554,1867500,150489100
2017,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",6,"6","6-Zimmer und mehr","1–3",24018,6725000,K
2017,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",6,"6","6-Zimmer und mehr","4–6",16250,4705000,16624000
2017,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",6,"6","6-Zimmer und mehr","5",15992,4000000,19775000
2017,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",6,"6","6-Zimmer und mehr","6",12246,3045000,29795000
2017,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",6,"6","6-Zimmer und mehr","12",13646,2170000,30289700
2017,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",6,"6","6-Zimmer und mehr","30",13675,3055000,112113700
2018,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",1,"1","1-Zimmer","15",9940,810000,15830000
2018,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",1,"1","1-Zimmer","4",12809,217000,1384000
2018,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",1,"1","1-Zimmer","5",13143,1840000,7050000
2018,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",1,"1","1-Zimmer","12",13333,348960,4487479
2018,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",1,"1","1-Zimmer","36",10948,730000,28751479
2018,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",2,"2","2-Zimmer","35",12241,735000,27410748
2018,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",2,"2","2-Zimmer","16",11691,1445000,22716000
2018,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",2,"2","2-Zimmer","1–3",15421,1650000,K
2018,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",2,"2","2-Zimmer","7–9",11696,780000,6850350
2018,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",2,"2","2-Zimmer","36",10045,677500,25148047
2018,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",2,"2","2-Zimmer","97",11696,750000,83775145
2018,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",3,"3","3-Zimmer","77",11092,1010000,85610147
2018,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",3,"3","3-Zimmer","32",13143,1445000,45654068
2018,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",3,"3","3-Zimmer","12",14527,1322500,16483000
2018,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",3,"3","3-Zimmer","10",14582,1460000,12197411
2018,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",3,"3","3-Zimmer","55",10000,805000,53091897
2018,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",3,"3","3-Zimmer","186",11425,1020000,213036523
2018,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",4,"4","4-Zimmer","73",11752,1395000,107958693
2018,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",4,"4","4-Zimmer","29",11565,1680000,53309000
2018,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",4,"4","4-Zimmer","10",11611,1420000,16010000
2018,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",4,"4","4-Zimmer","7",14220,1860000,14685000
2018,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",4,"4","4-Zimmer","58",10387,969500,65130112
2018,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",4,"4","4-Zimmer","177",11556,1360000,257092806
2018,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",5,"5","5-Zimmer","21",12347,1680000,36590175
2018,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",5,"5","5-Zimmer","12",14390,2440750,29731500
2018,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",5,"5","5-Zimmer","5–7",12020,1950000,12710000
2018,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",5,"5","5-Zimmer","1–3",11870,1555000,K
2018,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",5,"5","5-Zimmer","32",12532,1737500,60460726
2018,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",5,"5","5-Zimmer","73",12481,1755000,141047401
2018,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",6,"6","6-Zimmer und mehr","1–3",12945,2575000,K
2018,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",6,"6","6-Zimmer und mehr","1–3",12814,2560000,K
2018,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",6,"6","6-Zimmer und mehr","1–3",17995,3600000,K
2018,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",6,"6","6-Zimmer und mehr","7",13812,2500000,16740433
2018,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",6,"6","6-Zimmer und mehr","15",13812,2575000,42307933
2019,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",1,"1","1-Zimmer","1–3",14038,625000,K
2019,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",1,"1","1-Zimmer","1–3",10571,1480000,K
2019,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",1,"1","1-Zimmer","1–3",14516,925000,K
2019,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",1,"1","1-Zimmer","4",13296,1180000,5878000
2019,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",1,"1","1-Zimmer","16",13980,394600,6618055
2019,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",1,"1","1-Zimmer","26",13352,525000,18471055
2019,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",2,"2","2-Zimmer","29",13254,850000,32370821
2019,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",2,"2","2-Zimmer","17",12595,1350000,20596829
2019,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",2,"2","2-Zimmer","1–3",17458,1190000,K
2019,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",2,"2","2-Zimmer","1–3",17421,1225000,K
2019,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",2,"2","2-Zimmer","30",11161,615000,19919622
2019,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",2,"2","2-Zimmer","80",12353,815500,77717272
2019,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",3,"3","3-Zimmer","36",15834,1407500,53244850
2019,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",3,"3","3-Zimmer","28",14469,1497500,46884039
2019,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",3,"3","3-Zimmer","10",12498,1300000,14832000
2019,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",3,"3","3-Zimmer","6",13499,1280000,7340000
2019,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",3,"3","3-Zimmer","57",10465,850000,55840455
2019,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",3,"3","3-Zimmer","137",13239,1225000,178141345
2019,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",4,"4","4-Zimmer","28",12334,1441500,46050329
2019,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",4,"4","4-Zimmer","22",16319,2145000,53669500
2019,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",4,"4","4-Zimmer","18",10247,1285000,25529783
2019,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",4,"4","4-Zimmer","5",17083,1650000,11180060
2019,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",4,"4","4-Zimmer","68",11789,1225000,90971078
2019,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",4,"4","4-Zimmer","141",12376,1380000,227400750
2019,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",5,"5","5-Zimmer","6",12314,1527500,9680000
2019,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",5,"5","5-Zimmer","8",16448,2550000,23515000
2019,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",5,"5","5-Zimmer","4–6",13940,2537120,11102120
2019,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",5,"5","5-Zimmer","1–3",18441,2359000,K
2019,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",5,"5","5-Zimmer","31",11967,1500000,52714924
2019,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",5,"5","5-Zimmer","52",12950,1750000,101730044
2019,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",6,"6","6-Zimmer und mehr","1–3",11386,1890000,K
2019,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",6,"6","6-Zimmer und mehr","1–3",12143,3575280,K
2019,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",6,"6","6-Zimmer und mehr","1–3",9591,1640000,K
2019,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",6,"6","6-Zimmer und mehr","6",10957,1909500,13088395
2019,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",6,"6","6-Zimmer und mehr","12",11147,1845000,30113948
2020,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",1,"1","1-Zimmer","1–3",20000,1120000,K
2020,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",1,"1","1-Zimmer","1–3",15688,2545000,K
2020,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",1,"1","1-Zimmer","1–3",13214,631000,K
2020,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",1,"1","1-Zimmer","28",10202,366380,13707965
2020,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",1,"1","1-Zimmer","34",11270,388080,21983965
2020,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",2,"2","2-Zimmer","20",13534,955000,21106081
2020,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",2,"2","2-Zimmer","15",16000,1060000,19312419
2020,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",2,"2","2-Zimmer","3–5",14361,1430000,5640000
2020,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",2,"2","2-Zimmer","1–3",17582,1179500,K
2020,"D",1,"22","Kauf",1,"J","Ja",5,"5","Altbauten (nicht umgebaut)",2,"2","2-Zimmer","59",12990,659560,48455370
2020,"D",1,"22","Kauf",1,"J","Ja",9,"9","Total",2,"2","2-Zimmer","100",13063,868000,96872870
2020,"D",1,"22","Kauf",1,"J","Ja",1,"1","Neubauten (0–1 Jahre)",3,"3","3-Zimmer","46",13733,1377500,68081811
2020,"D",1,"22","Kauf",1,"J","Ja",2,"2","2–9 Jahre",3,"3","3-Zimmer","22",15080,1477500,37403458
2020,"D",1,"22","Kauf",1,"J","Ja",3,"3","10–19 Jahre",3,"3","3-Zimmer","15",16372,1850000,31320000
2020,"D",1,"22","Kauf",1,"J","Ja",4,"4","Altbauten (umgebaut)",3,"3","3-Zimmer","5",15882,1620000,8246026
