web_scraper_order,web_scraper_start_url,link_pages,link_listings,area_m2_raw,rooms_raw,rent_chf_raw,year_built_raw,address_raw
"1764444292-71","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=9&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true","https://www.homegate.ch/rent/4002292704","96 m2","4.5","2,190.–","1984","Kranichweg 16, 3074 Muri b. Bern"
"1764444295-72","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=9&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true","https://www.homegate.ch/rent/4002333808","116 m2","4","2,420.–","1984","Bündackerstrasse 30, 3047 Bremgarten b. Bern"
"1764444298-73","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=9&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true","https://www.homegate.ch/rent/4002342486","86 m2","3.5","2,145.–","2014","Allmendstr. 3c, 3600 Thun"
"1764444300-74","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=9&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true","https://www.homegate.ch/rent/4002392304","97 m2","4.5","1,890.–","1989","im Täli 8, 3052 Zollikofen"
"1764444303-75","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=9&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true","https://www.homegate.ch/rent/4002450106","94 m2","4","1,885.–","1992","Im Than BE 163503 3, 3150 Schwarzenburg"
"1764444308-76","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=9&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true","https://www.homegate.ch/rent/4002460613","88 m2","4.5","1,850.–","1964","Weidweg 9, 3075 Rüfenacht"
"1764444311-77","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=9&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true","https://www.homegate.ch/rent/4002473781","107 m2","4.5","2,090.–","2021","Bahnhofstr. 43, 4950 Huttwil"
"1764444314-78","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=9&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true","https://www.homegate.ch/rent/4002489365","85 m2","3.5","1,690.–","1987","Jurastrasse 31, 3063 Ittigen"
"1764444318-79","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=9&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true","https://www.homegate.ch/rent/4002495200","95 m2","3.5","1,940.–","2007","Neumarktstrasse 31, 2503 Biel/Bienne"
"1764444321-80","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=9&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true","https://www.homegate.ch/rent/4002495233","95 m2","3.5","2,140.–","2009","Aareweg 5C, 3037 Herrenschwanden"
"1764444324-81","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=9&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true","https://www.homegate.ch/rent/4002527094","84 m2","3.5","2,370.–","1957","Egelgasse 45, 3006 Bern"
"1764444328-82","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true&ep=10","https://www.homegate.ch/rent/real-estate/canton-bern/matching-list?ep=9&bf=1900&bg=2025&ac=2.5&ad=5.5&ipd=true","https://www.homegate.ch/rent/4002529343","98 m2","5","2,010.–","1971","Bahnhofstrasse 29, 3066 Stettlen"
