"Stichtagdatjahr","DatenstandCd","HAArtLevel1Sort","HAArtLevel1Cd","HAArtLevel1Lang","HASTWESort","HASTWECd","HASTWELang","RaumSort","RaumCd","RaumLang","AnzZimmerLevel2Sort_noDM","AnzZimmerLevel2Cd_noDM","AnzZimmerLevel2Lang_noDM","AnzHA","HAPreisWohnflaeche","HAMedianPreis","HASumPreis"
2012,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen",1,"1","1-Zimmer","1–3",5500,330000,K
2012,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen",2,"2","2-Zimmer","1–3",10541,780000,K
2012,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen",3,"3","3-Zimmer","8",13265,1363000,11996000
2012,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen",4,"4","4-Zimmer","1–4",10714,1400000,5320000
2012,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen",5,"5","5-Zimmer","4",12022,1725000,6730000
2012,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen",6,"6","6-Zimmer und mehr","1–3",19154,3850000,K
2012,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach",1,"1","1-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach",2,"2","2-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach",3,"3","3-Zimmer","1–3",8421,640000,K
2012,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach",4,"4","4-Zimmer","1–3",8403,1000000,K
2012,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach",5,"5","5-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach",6,"6","6-Zimmer und mehr","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge",1,"1","1-Zimmer","1–3",15210,1215000,K
2012,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge",2,"2","2-Zimmer","1–3",14583,875000,K
2012,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge",3,"3","3-Zimmer","1–3",10747,1260000,K
2012,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge",4,"4","4-Zimmer","1–3",15971,2220000,K
2012,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge",5,"5","5-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge",6,"6","6-Zimmer und mehr","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3",1,"1","1-Zimmer","1–3",9628,327500,K
2012,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3",2,"2","2-Zimmer","1–3",6500,390000,K
2012,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3",3,"3","3-Zimmer","11",6389,530000,6368623
2012,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3",4,"4","4-Zimmer","6",9541,1010000,7345000
2012,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3",5,"5","5-Zimmer","2–6",11590,2230000,4460000
2012,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3",6,"6","6-Zimmer und mehr","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon",1,"1","1-Zimmer","1–3",9628,327500,K
2012,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon",2,"2","2-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon",3,"3","3-Zimmer","8–10",5128,472620,4378623
2012,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon",4,"4","4-Zimmer","1–3",4947,470000,K
2012,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon",5,"5","5-Zimmer","1–3",7407,1400000,K
2012,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon",6,"6","6-Zimmer und mehr","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg",1,"1","1-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg",2,"2","2-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg",3,"3","3-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg",4,"4","4-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg",5,"5","5-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg",6,"6","6-Zimmer und mehr","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld",1,"1","1-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld",2,"2","2-Zimmer","1–3",6500,390000,K
2012,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld",3,"3","3-Zimmer","1–3",6389,530000,K
2012,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld",4,"4","4-Zimmer","3–5",11250,1120000,6875000
2012,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld",5,"5","5-Zimmer","1–3",15773,3060000,K
2012,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld",6,"6","6-Zimmer und mehr","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4",1,"1","1-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4",2,"2","2-Zimmer","1–3",9574,450000,K
2012,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4",3,"3","3-Zimmer","2–4",9211,698360,3673721
2012,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4",4,"4","4-Zimmer","1–3",10878,1782500,K
2012,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4",5,"5","5-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4",6,"6","6-Zimmer und mehr","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd",1,"1","1-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd",2,"2","2-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd",3,"3","3-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd",4,"4","4-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd",5,"5","5-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd",6,"6","6-Zimmer und mehr","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse",1,"1","1-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse",2,"2","2-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse",3,"3","3-Zimmer","1–3",9356,701720,K
2012,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse",4,"4","4-Zimmer","1–3",10878,1782500,K
2012,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse",5,"5","5-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse",6,"6","6-Zimmer und mehr","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard",1,"1","1-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard",2,"2","2-Zimmer","1–3",9574,450000,K
2012,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard",3,"3","3-Zimmer","1–3",9026,695000,K
2012,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard",4,"4","4-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard",5,"5","5-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard",6,"6","6-Zimmer und mehr","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5",1,"1","1-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5",2,"2","2-Zimmer","12",13919,1375000,16374200
2012,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5",3,"3","3-Zimmer","8",15214,2230000,18324500
2012,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5",4,"4","4-Zimmer","12",15345,3314610,36265498
2012,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5",5,"5","5-Zimmer","1–3",15595,4521740,K
2012,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5",6,"6","6-Zimmer und mehr","1–3",16821,6242010,K
2012,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule",1,"1","1-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule",2,"2","2-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule",3,"3","3-Zimmer","1–3",12010,1225000,K
2012,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule",4,"4","4-Zimmer","1–3",15096,981250,K
2012,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule",5,"5","5-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule",6,"6","6-Zimmer und mehr","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss",1,"1","1-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss",2,"2","2-Zimmer","12",13919,1375000,16374200
2012,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss",3,"3","3-Zimmer","5–7",15250,2325000,17099500
2012,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss",4,"4","4-Zimmer","9–11",15595,3425000,35284246
2012,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss",5,"5","5-Zimmer","1–3",15595,4521740,K
2012,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss",6,"6","6-Zimmer und mehr","1–3",16821,6242010,K
2012,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6",1,"1","1-Zimmer","1–3",11250,495000,K
2012,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6",2,"2","2-Zimmer","5",14518,1163000,5183000
2012,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6",3,"3","3-Zimmer","5",12540,969000,5636000
2012,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6",4,"4","4-Zimmer","11",13761,1700000,19985000
2012,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6",5,"5","5-Zimmer","1–3",21603,2830000,K
2012,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6",6,"6","6-Zimmer und mehr","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass",1,"1","1-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass",2,"2","2-Zimmer","1–3",13393,750000,K
2012,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass",3,"3","3-Zimmer","1–3",12540,969000,K
2012,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass",4,"4","4-Zimmer","4",12818,1565000,6040000
2012,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass",5,"5","5-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass",6,"6","6-Zimmer und mehr","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass",1,"1","1-Zimmer","1–3",11250,495000,K
2012,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass",2,"2","2-Zimmer","1–3",16788,1260000,K
2012,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass",3,"3","3-Zimmer","1–3",12572,1307500,K
2012,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass",4,"4","4-Zimmer","7",15455,1755000,13945000
2012,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass",5,"5","5-Zimmer","1–3",21603,2830000,K
2012,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass",6,"6","6-Zimmer und mehr","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7",1,"1","1-Zimmer","15",2559,91080,2861911
2012,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7",2,"2","2-Zimmer","11",11759,635000,7480995
2012,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7",3,"3","3-Zimmer","11",13647,1365000,16200427
2012,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7",4,"4","4-Zimmer","26",13072,1804470,46173935
2012,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7",5,"5","5-Zimmer","18",11293,1725000,31523578
2012,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7",6,"6","6-Zimmer und mehr","16",15946,3050000,66688679
2012,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern",1,"1","1-Zimmer","1–3",21673,655000,K
2012,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern",2,"2","2-Zimmer","1–3",9748,755000,K
2012,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern",3,"3","3-Zimmer","5–9",15488,1905000,8755000
2012,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern",4,"4","4-Zimmer","12",15483,2040000,23698935
2012,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern",5,"5","5-Zimmer","5–9",15267,2460000,13140000
2012,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern",6,"6","6-Zimmer und mehr","9",21364,6000000,50852946
2012,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen",1,"1","1-Zimmer","1–3",8000,200000,K
2012,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen",2,"2","2-Zimmer","1–3",11896,678500,K
2012,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen",3,"3","3-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen",4,"4","4-Zimmer","3–5",12645,2000000,8740000
2012,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen",5,"5","5-Zimmer","1–3",13740,1800000,K
2012,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen",6,"6","6-Zimmer und mehr","4",14191,2450000,10350000
2012,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden",1,"1","1-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden",2,"2","2-Zimmer","4",15486,957500,3574573
2012,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden",3,"3","3-Zimmer","1–3",12706,1080000,K
2012,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden",4,"4","4-Zimmer","1–3",14754,1800000,K
2012,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden",5,"5","5-Zimmer","1–3",10455,1300000,K
2012,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden",6,"6","6-Zimmer und mehr","1–3",14502,2540000,K
2012,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon",1,"1","1-Zimmer","12",2559,91080,1351911
2012,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon",2,"2","2-Zimmer","1–3",6928,335000,K
2012,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon",3,"3","3-Zimmer","1–3",12976,1090000,K
2012,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon",4,"4","4-Zimmer","8",10314,1330000,11935000
2012,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon",5,"5","5-Zimmer","7",9455,1076580,8288578
2012,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon",6,"6","6-Zimmer und mehr","1–3",2559,405730,K
2012,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8",1,"1","1-Zimmer","1–3",23871,740000,K
2012,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8",2,"2","2-Zimmer","1–3",12077,990000,K
2012,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8",3,"3","3-Zimmer","7",15200,1880000,12860000
2012,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8",4,"4","4-Zimmer","21",14597,1850000,42805000
2012,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8",5,"5","5-Zimmer","2–6",13450,2100000,4200000
2012,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8",6,"6","6-Zimmer und mehr","4",9113,1340000,7155242
2012,"D",1,"22","Kauf",1,"J","Ja",81,"081","Seefeld",1,"1","1-Zimmer","1–3",23871,740000,K
2012,"D",1,"22","Kauf",1,"J","Ja",81,"081","Seefeld",2,"2","2-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",81,"081","Seefeld",3,"3","3-Zimmer","1–3",16912,2300000,K
2012,"D",1,"22","Kauf",1,"J","Ja",81,"081","Seefeld",4,"4","4-Zimmer","1–3",10857,1025660,K
2012,"D",1,"22","Kauf",1,"J","Ja",81,"081","Seefeld",5,"5","5-Zimmer","1–3",14400,1800000,K
2012,"D",1,"22","Kauf",1,"J","Ja",81,"081","Seefeld",6,"6","6-Zimmer und mehr","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",82,"082","Mühlebach",1,"1","1-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",82,"082","Mühlebach",2,"2","2-Zimmer","1–3",12077,990000,K
2012,"D",1,"22","Kauf",1,"J","Ja",82,"082","Mühlebach",3,"3","3-Zimmer","1–5",14351,1880000,9360000
2012,"D",1,"22","Kauf",1,"J","Ja",82,"082","Mühlebach",4,"4","4-Zimmer","13",15134,2255000,33120000
2012,"D",1,"22","Kauf",1,"J","Ja",82,"082","Mühlebach",5,"5","5-Zimmer","1–3",12500,2400000,K
2012,"D",1,"22","Kauf",1,"J","Ja",82,"082","Mühlebach",6,"6","6-Zimmer und mehr","1–3",12107,2275000,K
2012,"D",1,"22","Kauf",1,"J","Ja",83,"083","Weinegg",1,"1","1-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",83,"083","Weinegg",2,"2","2-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",83,"083","Weinegg",3,"3","3-Zimmer","1–3",16000,1200000,K
2012,"D",1,"22","Kauf",1,"J","Ja",83,"083","Weinegg",4,"4","4-Zimmer","5–7",10515,1360000,6585000
2012,"D",1,"22","Kauf",1,"J","Ja",83,"083","Weinegg",5,"5","5-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",83,"083","Weinegg",6,"6","6-Zimmer und mehr","1–3",7622,1302620,K
2012,"D",1,"22","Kauf",1,"J","Ja",90,"9","Kreis 9",1,"1","1-Zimmer","4",9828,285000,1158759
2012,"D",1,"22","Kauf",1,"J","Ja",90,"9","Kreis 9",2,"2","2-Zimmer","4",5875,550000,2100000
2012,"D",1,"22","Kauf",1,"J","Ja",90,"9","Kreis 9",3,"3","3-Zimmer","7",7176,600000,4266036
2012,"D",1,"22","Kauf",1,"J","Ja",90,"9","Kreis 9",4,"4","4-Zimmer","17",8333,980000,18299864
2012,"D",1,"22","Kauf",1,"J","Ja",90,"9","Kreis 9",5,"5","5-Zimmer","10",7673,1085000,10955000
2012,"D",1,"22","Kauf",1,"J","Ja",90,"9","Kreis 9",6,"6","6-Zimmer und mehr","5",6267,940000,5490000
2012,"D",1,"22","Kauf",1,"J","Ja",91,"091","Albisrieden",1,"1","1-Zimmer","1–3",12069,350000,K
2012,"D",1,"22","Kauf",1,"J","Ja",91,"091","Albisrieden",2,"2","2-Zimmer","1–3",7222,650000,K
2012,"D",1,"22","Kauf",1,"J","Ja",91,"091","Albisrieden",3,"3","3-Zimmer","4–6",7865,605000,2460000
2012,"D",1,"22","Kauf",1,"J","Ja",91,"091","Albisrieden",4,"4","4-Zimmer","14–16",9065,1030000,15981000
2012,"D",1,"22","Kauf",1,"J","Ja",91,"091","Albisrieden",5,"5","5-Zimmer","7–9",7500,1085000,9880000
2012,"D",1,"22","Kauf",1,"J","Ja",91,"091","Albisrieden",6,"6","6-Zimmer und mehr","1–3",10414,1760000,K
2012,"D",1,"22","Kauf",1,"J","Ja",92,"092","Altstetten",1,"1","1-Zimmer","1–3",3939,130000,K
2012,"D",1,"22","Kauf",1,"J","Ja",92,"092","Altstetten",2,"2","2-Zimmer","1–3",4528,450000,K
2012,"D",1,"22","Kauf",1,"J","Ja",92,"092","Altstetten",3,"3","3-Zimmer","1–3",6414,373640,K
2012,"D",1,"22","Kauf",1,"J","Ja",92,"092","Altstetten",4,"4","4-Zimmer","1–3",6414,809550,K
2012,"D",1,"22","Kauf",1,"J","Ja",92,"092","Altstetten",5,"5","5-Zimmer","1–3",7847,1075000,K
2012,"D",1,"22","Kauf",1,"J","Ja",92,"092","Altstetten",6,"6","6-Zimmer und mehr","2–4",6233,935000,3730000
2012,"D",1,"22","Kauf",1,"J","Ja",100,"10","Kreis 10",1,"1","1-Zimmer","1–3",6250,250000,K
2012,"D",1,"22","Kauf",1,"J","Ja",100,"10","Kreis 10",2,"2","2-Zimmer","11",9938,534400,6120600
2012,"D",1,"22","Kauf",1,"J","Ja",100,"10","Kreis 10",3,"3","3-Zimmer","25",8933,800000,22255417
2012,"D",1,"22","Kauf",1,"J","Ja",100,"10","Kreis 10",4,"4","4-Zimmer","16",8815,1175000,18919350
2012,"D",1,"22","Kauf",1,"J","Ja",100,"10","Kreis 10",5,"5","5-Zimmer","5-7",10929,1530000,8136044
2012,"D",1,"22","Kauf",1,"J","Ja",100,"10","Kreis 10",6,"6","6-Zimmer und mehr","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",101,"101","Höngg",1,"1","1-Zimmer","1–3",6250,250000,K
2012,"D",1,"22","Kauf",1,"J","Ja",101,"101","Höngg",2,"2","2-Zimmer","11",9938,534400,6120600
2012,"D",1,"22","Kauf",1,"J","Ja",101,"101","Höngg",3,"3","3-Zimmer","7",9882,840000,7600735
2012,"D",1,"22","Kauf",1,"J","Ja",101,"101","Höngg",4,"4","4-Zimmer","7",10335,1400000,9627350
2012,"D",1,"22","Kauf",1,"J","Ja",101,"101","Höngg",5,"5","5-Zimmer","1–3",10929,1530000,K
2012,"D",1,"22","Kauf",1,"J","Ja",101,"101","Höngg",6,"6","6-Zimmer und mehr","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",102,"102","Wipkingen",1,"1","1-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",102,"102","Wipkingen",2,"2","2-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",102,"102","Wipkingen",3,"3","3-Zimmer","18",8488,795500,14654681
2012,"D",1,"22","Kauf",1,"J","Ja",102,"102","Wipkingen",4,"4","4-Zimmer","8-10",8068,941000,9292000
2012,"D",1,"22","Kauf",1,"J","Ja",102,"102","Wipkingen",5,"5","5-Zimmer","1–3",11075,1598020,K
2012,"D",1,"22","Kauf",1,"J","Ja",102,"102","Wipkingen",6,"6","6-Zimmer und mehr","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11",1,"1","1-Zimmer","6",8402,367500,2325493
2012,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11",2,"2","2-Zimmer","12",6857,432500,5121000
2012,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11",3,"3","3-Zimmer","45",7931,650000,26990572
2012,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11",4,"4","4-Zimmer","29",6945,811000,23553906
2012,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11",5,"5","5-Zimmer","1-3",8000,1040000,3528526
2012,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11",6,"6","6-Zimmer und mehr","2–6",8660,1390000,2780000
2012,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern",1,"1","1-Zimmer","1–3",14138,410000,K
2012,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern",2,"2","2-Zimmer","1–3",5488,225000,K
2012,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern",3,"3","3-Zimmer","5",5467,460000,2263000
2012,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern",4,"4","4-Zimmer","7",6287,811000,5587000
2012,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern",5,"5","5-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern",6,"6","6-Zimmer und mehr","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon",1,"1","1-Zimmer","1–3",10345,310000,K
2012,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon",2,"2","2-Zimmer","5",8923,580000,2877000
2012,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon",3,"3","3-Zimmer","17",9538,810000,12909667
2012,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon",4,"4","4-Zimmer","4",8505,1020000,4095000
2012,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon",5,"5","5-Zimmer","1–3",8000,1040000,K
2012,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon",6,"6","6-Zimmer und mehr","1–3",11280,1850000,K
2012,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach",1,"1","1-Zimmer","1–3",5494,490250,K
2012,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach",2,"2","2-Zimmer","4–6",6085,347500,1454000
2012,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach",3,"3","3-Zimmer","23",7333,601920,11817905
2012,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach",4,"4","4-Zimmer","18",6730,746570,13871906
2012,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach",5,"5","5-Zimmer","1–3",7156,1244260,K
2012,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach",6,"6","6-Zimmer und mehr","1–3",6039,930000,K
2012,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12",1,"1","1-Zimmer","1–3",10083,435800,K
2012,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12",2,"2","2-Zimmer","3",7549,770000,2085000
2012,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12",3,"3","3-Zimmer","17",7559,945000,17029799
2012,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12",4,"4","4-Zimmer","3–5",6664,775500,3576000
2012,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12",5,"5","5-Zimmer","4",6107,800000,3380000
2012,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12",6,"6","6-Zimmer und mehr","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",121,"121","Saatlen",1,"1","1-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",121,"121","Saatlen",2,"2","2-Zimmer","1–3",5761,530000,K
2012,"D",1,"22","Kauf",1,"J","Ja",121,"121","Saatlen",3,"3","3-Zimmer","0",,,
2012,"D",1,"22","Kauf",1,"J","Ja",121,"121","Saatlen",4,"4","4-Zimmer","1–3",6818,900000,K
