"Stichtagdatjahr","DatenstandCd","HAArtLevel1Sort","HAArtLevel1Cd","HAArtLevel1Lang","HASTWESort","HASTWECd","HASTWELang","RaumSort","RaumCd","RaumLang","AnzZimmerLevel2Sort_noDM","AnzZimmerLevel2Cd_noDM","AnzZimmerLevel2Lang_noDM","AnzHA","HAPreisWohnflaeche","HAMedianPreis","HASumPreis"
2015,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11",2,"2","2-Zimmer","19",9745,685000,13093939
2015,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11",3,"3","3-Zimmer","36",8341,818140,31810038
2015,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11",4,"4","4-Zimmer","48",7750,950000,50137735
2015,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11",5,"5","5-Zimmer","25",11056,1690000,39432800
2015,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11",6,"6","6-Zimmer und mehr","0",,,
2015,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern",1,"1","1-Zimmer","1–3",8276,240000,K
2015,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern",2,"2","2-Zimmer","4–6",7089,397000,1614000
2015,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern",3,"3","3-Zimmer","8",7803,707500,5563500
2015,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern",4,"4","4-Zimmer","9",7103,850000,7991000
2015,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern",5,"5","5-Zimmer","4",5446,751400,2942800
2015,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern",6,"6","6-Zimmer und mehr","0",,,
2015,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon",1,"1","1-Zimmer","1–3",10372,280000,K
2015,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon",2,"2","2-Zimmer","1–3",11200,728000,K
2015,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon",3,"3","3-Zimmer","8",8930,731000,7147000
2015,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon",4,"4","4-Zimmer","9",12096,1645000,14560000
2015,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon",5,"5","5-Zimmer","14",11300,1705000,24360000
2015,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon",6,"6","6-Zimmer und mehr","0",,,
2015,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach",1,"1","1-Zimmer","1–3",6672,150500,K
2015,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach",2,"2","2-Zimmer","12",11343,767500,9131939
2015,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach",3,"3","3-Zimmer","20",8398,893140,19099538
2015,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach",4,"4","4-Zimmer","30",7750,950000,27586735
2015,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach",5,"5","5-Zimmer","5-7",10764,1686500,12130000
2015,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach",6,"6","6-Zimmer und mehr","0",,,
2015,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12",1,"1","1-Zimmer","0",,,
2015,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12",2,"2","2-Zimmer","10",8115,495000,5160000
2015,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12",3,"3","3-Zimmer","7",9500,855000,6210000
2015,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12",4,"4","4-Zimmer","6–8",9182,1010000,6540000
2015,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12",5,"5","5-Zimmer","2-4",11871,1840000,5190000
2015,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12",6,"6","6-Zimmer und mehr","0",,,
2015,"D",1,"22","Kauf",1,"J","Ja",121,"121","Saatlen",1,"1","1-Zimmer","0",,,
2015,"D",1,"22","Kauf",1,"J","Ja",121,"121","Saatlen",2,"2","2-Zimmer","0",,,
2015,"D",1,"22","Kauf",1,"J","Ja",121,"121","Saatlen",3,"3","3-Zimmer","0",,,
2015,"D",1,"22","Kauf",1,"J","Ja",121,"121","Saatlen",4,"4","4-Zimmer","0",,,
2015,"D",1,"22","Kauf",1,"J","Ja",121,"121","Saatlen",5,"5","5-Zimmer","1–3",11903,1845000,K
2015,"D",1,"22","Kauf",1,"J","Ja",121,"121","Saatlen",6,"6","6-Zimmer und mehr","0",,,
2015,"D",1,"22","Kauf",1,"J","Ja",122,"122","Schwamendingen-Mitte",1,"1","1-Zimmer","0",,,
2015,"D",1,"22","Kauf",1,"J","Ja",122,"122","Schwamendingen-Mitte",2,"2","2-Zimmer","10",8115,495000,5160000
2015,"D",1,"22","Kauf",1,"J","Ja",122,"122","Schwamendingen-Mitte",3,"3","3-Zimmer","7",9500,855000,6210000
2015,"D",1,"22","Kauf",1,"J","Ja",122,"122","Schwamendingen-Mitte",4,"4","4-Zimmer","6–8",9182,1010000,6540000
2015,"D",1,"22","Kauf",1,"J","Ja",122,"122","Schwamendingen-Mitte",5,"5","5-Zimmer","1–3",9677,1500000,K
2015,"D",1,"22","Kauf",1,"J","Ja",122,"122","Schwamendingen-Mitte",6,"6","6-Zimmer und mehr","0",,,
2015,"D",1,"22","Kauf",1,"J","Ja",123,"123","Hirzenbach",1,"1","1-Zimmer","0",,,
2015,"D",1,"22","Kauf",1,"J","Ja",123,"123","Hirzenbach",2,"2","2-Zimmer","0",,,
2015,"D",1,"22","Kauf",1,"J","Ja",123,"123","Hirzenbach",3,"3","3-Zimmer","0",,,
2015,"D",1,"22","Kauf",1,"J","Ja",123,"123","Hirzenbach",4,"4","4-Zimmer","0",,,
2015,"D",1,"22","Kauf",1,"J","Ja",123,"123","Hirzenbach",5,"5","5-Zimmer","0",,,
2015,"D",1,"22","Kauf",1,"J","Ja",123,"123","Hirzenbach",6,"6","6-Zimmer und mehr","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",0,"0","Ganze Stadt",1,"1","1-Zimmer","44",11923,660500,30706622
2016,"D",1,"22","Kauf",1,"J","Ja",0,"0","Ganze Stadt",2,"2","2-Zimmer","106",12208,827500,95890838
2016,"D",1,"22","Kauf",1,"J","Ja",0,"0","Ganze Stadt",3,"3","3-Zimmer","229",10488,1045000,269481558
2016,"D",1,"22","Kauf",1,"J","Ja",0,"0","Ganze Stadt",4,"4","4-Zimmer","208",10792,1365000,316458205
2016,"D",1,"22","Kauf",1,"J","Ja",0,"0","Ganze Stadt",5,"5","5-Zimmer","69",11607,1755000,131291874
2016,"D",1,"22","Kauf",1,"J","Ja",0,"0","Ganze Stadt",6,"6","6-Zimmer und mehr","16",12153,2372500,44546600
2016,"D",1,"22","Kauf",1,"J","Ja",10,"1","Kreis 1",1,"1","1-Zimmer","1-3",17576,580000,1671000
2016,"D",1,"22","Kauf",1,"J","Ja",10,"1","Kreis 1",2,"2","2-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",10,"1","Kreis 1",3,"3","3-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",10,"1","Kreis 1",4,"4","4-Zimmer","1–3",20438,2800000,K
2016,"D",1,"22","Kauf",1,"J","Ja",10,"1","Kreis 1",5,"5","5-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",10,"1","Kreis 1",6,"6","6-Zimmer und mehr","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",11,"011","Rathaus",1,"1","1-Zimmer","1–3",18810,545500,K
2016,"D",1,"22","Kauf",1,"J","Ja",11,"011","Rathaus",2,"2","2-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",11,"011","Rathaus",3,"3","3-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",11,"011","Rathaus",4,"4","4-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",11,"011","Rathaus",5,"5","5-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",11,"011","Rathaus",6,"6","6-Zimmer und mehr","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",12,"012","Hochschulen",1,"1","1-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",12,"012","Hochschulen",2,"2","2-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",12,"012","Hochschulen",3,"3","3-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",12,"012","Hochschulen",4,"4","4-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",12,"012","Hochschulen",5,"5","5-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",12,"012","Hochschulen",6,"6","6-Zimmer und mehr","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",13,"013","Lindenhof",1,"1","1-Zimmer","1–3",17576,580000,K
2016,"D",1,"22","Kauf",1,"J","Ja",13,"013","Lindenhof",2,"2","2-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",13,"013","Lindenhof",3,"3","3-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",13,"013","Lindenhof",4,"4","4-Zimmer","1–3",20438,2800000,K
2016,"D",1,"22","Kauf",1,"J","Ja",13,"013","Lindenhof",5,"5","5-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",13,"013","Lindenhof",6,"6","6-Zimmer und mehr","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",14,"014","City",1,"1","1-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",14,"014","City",2,"2","2-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",14,"014","City",3,"3","3-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",14,"014","City",4,"4","4-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",14,"014","City",5,"5","5-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",14,"014","City",6,"6","6-Zimmer und mehr","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",20,"2","Kreis 2",1,"1","1-Zimmer","2-4",12592,930000,3880000
2016,"D",1,"22","Kauf",1,"J","Ja",20,"2","Kreis 2",2,"2","2-Zimmer","9",13750,1100000,9728058
2016,"D",1,"22","Kauf",1,"J","Ja",20,"2","Kreis 2",3,"3","3-Zimmer","23",10833,958620,25991491
2016,"D",1,"22","Kauf",1,"J","Ja",20,"2","Kreis 2",4,"4","4-Zimmer","24",15028,1900000,43542012
2016,"D",1,"22","Kauf",1,"J","Ja",20,"2","Kreis 2",5,"5","5-Zimmer","10",13806,2085000,22945000
2016,"D",1,"22","Kauf",1,"J","Ja",20,"2","Kreis 2",6,"6","6-Zimmer und mehr","1–3",13204,2390000,K
2016,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen",1,"1","1-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen",2,"2","2-Zimmer","1–3",14737,1120000,K
2016,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen",3,"3","3-Zimmer","4",10054,740000,4105000
2016,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen",4,"4","4-Zimmer","8–10",12283,1690000,16420000
2016,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen",5,"5","5-Zimmer","6",13806,2050000,12580000
2016,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen",6,"6","6-Zimmer und mehr","1–3",13204,2390000,K
2016,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach",1,"1","1-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach",2,"2","2-Zimmer","1–3",11421,809030,K
2016,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach",3,"3","3-Zimmer","5",8671,659000,3557942
2016,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach",4,"4","4-Zimmer","1–3",7426,750000,K
2016,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach",5,"5","5-Zimmer","1–3",7917,950000,K
2016,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach",6,"6","6-Zimmer und mehr","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge",1,"1","1-Zimmer","4-6",12592,930000,3880000
2016,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge",2,"2","2-Zimmer","6",13953,1120000,6990000
2016,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge",3,"3","3-Zimmer","14",14973,1460000,18328549
2016,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge",4,"4","4-Zimmer","13",17000,2040000,26372012
2016,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge",5,"5","5-Zimmer","1–3",14037,3060000,K
2016,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge",6,"6","6-Zimmer und mehr","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3",1,"1","1-Zimmer","1–3",12931,375000,K
2016,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3",2,"2","2-Zimmer","4–6",12124,720000,4285000
2016,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3",3,"3","3-Zimmer","19",12987,1140000,21415032
2016,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3",4,"4","4-Zimmer","1–4",11849,1540000,6409250
2016,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3",5,"5","5-Zimmer","1–3",10938,2100000,K
2016,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3",6,"6","6-Zimmer und mehr","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon",1,"1","1-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon",2,"2","2-Zimmer","2–4",12841,795000,3050000
2016,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon",3,"3","3-Zimmer","15",13117,1150000,17765032
2016,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon",4,"4","4-Zimmer","1–3",11813,1450000,K
2016,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon",5,"5","5-Zimmer","1–3",10938,2100000,K
2016,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon",6,"6","6-Zimmer und mehr","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg",1,"1","1-Zimmer","1–3",12931,375000,K
2016,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg",2,"2","2-Zimmer","1–3",10648,575000,K
2016,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg",3,"3","3-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg",4,"4","4-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg",5,"5","5-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg",6,"6","6-Zimmer und mehr","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld",1,"1","1-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld",2,"2","2-Zimmer","1–3",11786,660000,K
2016,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld",3,"3","3-Zimmer","4",11300,980000,3650000
2016,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld",4,"4","4-Zimmer","1–3",13509,2148000,K
2016,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld",5,"5","5-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld",6,"6","6-Zimmer und mehr","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4",1,"1","1-Zimmer","7",5970,216760,1424971
2016,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4",2,"2","2-Zimmer","6",5970,339600,2422029
2016,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4",3,"3","3-Zimmer","1-5",11733,880000,4780000
2016,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4",4,"4","4-Zimmer","2–6",13651,1950000,3900000
2016,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4",5,"5","5-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4",6,"6","6-Zimmer und mehr","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd",1,"1","1-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd",2,"2","2-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd",3,"3","3-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd",4,"4","4-Zimmer","1–3",9314,950000,K
2016,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd",5,"5","5-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd",6,"6","6-Zimmer und mehr","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse",1,"1","1-Zimmer","1–3",5970,228320,K
2016,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse",2,"2","2-Zimmer","3–5",5970,328030,1315029
2016,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse",3,"3","3-Zimmer","5",11733,880000,4780000
2016,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse",4,"4","4-Zimmer","1–3",17988,2950000,K
2016,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse",5,"5","5-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse",6,"6","6-Zimmer und mehr","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard",1,"1","1-Zimmer","4–6",6207,180000,740000
2016,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard",2,"2","2-Zimmer","1–3",9884,553500,K
2016,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard",3,"3","3-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard",4,"4","4-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard",5,"5","5-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard",6,"6","6-Zimmer und mehr","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5",1,"1","1-Zimmer","8",13614,1022500,8544024
2016,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5",2,"2","2-Zimmer","17",15455,1200000,21602000
2016,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5",3,"3","3-Zimmer","26",11164,1322000,37024000
2016,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5",4,"4","4-Zimmer","15",13600,1930000,29220976
2016,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5",5,"5","5-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5",6,"6","6-Zimmer und mehr","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule",1,"1","1-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule",2,"2","2-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule",3,"3","3-Zimmer","4",11612,882500,3525000
2016,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule",4,"4","4-Zimmer","5",8069,815000,4100000
2016,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule",5,"5","5-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule",6,"6","6-Zimmer und mehr","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss",1,"1","1-Zimmer","8",13614,1022500,8544024
2016,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss",2,"2","2-Zimmer","17",15455,1200000,21602000
2016,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss",3,"3","3-Zimmer","22",10845,1394000,33499000
2016,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss",4,"4","4-Zimmer","10",15052,2837500,25120976
2016,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss",5,"5","5-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss",6,"6","6-Zimmer und mehr","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6",1,"1","1-Zimmer","1–3",6963,922500,K
2016,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6",2,"2","2-Zimmer","11",13429,950000,11092000
2016,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6",3,"3","3-Zimmer","46",9476,1097500,55161000
2016,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6",4,"4","4-Zimmer","58",10223,1360000,82238000
2016,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6",5,"5","5-Zimmer","13",11178,1755000,22800000
2016,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6",6,"6","6-Zimmer und mehr","3-5",14684,2630000,10625000
2016,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass",1,"1","1-Zimmer","1–3",6963,922500,K
2016,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass",2,"2","2-Zimmer","6",11819,1170000,6830000
2016,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass",3,"3","3-Zimmer","43–45",9462,1092500,50855000
2016,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass",4,"4","4-Zimmer","53",10000,1360000,73073000
2016,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass",5,"5","5-Zimmer","10–12",10724,1755000,18250000
2016,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass",6,"6","6-Zimmer und mehr","1–3",11884,2365000,K
2016,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass",1,"1","1-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass",2,"2","2-Zimmer","5",13800,880000,4262000
2016,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass",3,"3","3-Zimmer","1–3",19943,2153000,K
2016,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass",4,"4","4-Zimmer","5",13285,1800000,9165000
2016,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass",5,"5","5-Zimmer","1–3",18804,2275000,K
2016,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass",6,"6","6-Zimmer und mehr","1–3",14969,2880000,K
2016,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7",1,"1","1-Zimmer","3–9",12813,700000,2210000
2016,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7",2,"2","2-Zimmer","9",14205,700000,10688817
2016,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7",3,"3","3-Zimmer","18",14665,1532500,30970146
2016,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7",4,"4","4-Zimmer","33",14359,1855000,61361468
2016,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7",5,"5","5-Zimmer","19",13359,1800000,39006254
2016,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7",6,"6","6-Zimmer und mehr","3–9",18939,5000000,14423600
2016,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern",1,"1","1-Zimmer","1–3",18919,700000,K
2016,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern",2,"2","2-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern",3,"3","3-Zimmer","7",14234,1520000,11365746
2016,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern",4,"4","4-Zimmer","11",15855,1782000,21892000
2016,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern",5,"5","5-Zimmer","10",14669,1927130,21579254
2016,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern",6,"6","6-Zimmer und mehr","1–3",16148,4150000,K
2016,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen",1,"1","1-Zimmer","1–3",2143,75000,K
2016,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen",2,"2","2-Zimmer","1–3",21121,2450000,K
2016,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen",3,"3","3-Zimmer","5",19048,2400000,11864400
2016,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen",4,"4","4-Zimmer","1–3",16241,2050000,K
2016,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen",5,"5","5-Zimmer","1–3",26211,2490000,K
2016,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen",6,"6","6-Zimmer und mehr","1–3",28508,5273600,K
2016,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden",1,"1","1-Zimmer","1–3",12813,1435000,K
2016,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden",2,"2","2-Zimmer","1–3",10769,700000,K
2016,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden",3,"3","3-Zimmer","1–3",13615,1315000,K
2016,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden",4,"4","4-Zimmer","5–7",14533,2025000,9960000
2016,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden",5,"5","5-Zimmer","1–3",12500,1750000,K
2016,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden",6,"6","6-Zimmer und mehr","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon",1,"1","1-Zimmer","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon",2,"2","2-Zimmer","5",12000,615000,3640000
2016,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon",3,"3","3-Zimmer","3–5",12393,1257500,5110000
2016,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon",4,"4","4-Zimmer","14",13195,1570000,23557174
2016,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon",5,"5","5-Zimmer","5",11806,1630000,7465000
2016,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon",6,"6","6-Zimmer und mehr","1–3",18939,5000000,K
2016,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8",1,"1","1-Zimmer","6",16340,618310,4936627
2016,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8",2,"2","2-Zimmer","6",21930,1495000,8323231
2016,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8",3,"3","3-Zimmer","12",17447,2405000,28310142
2016,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8",4,"4","4-Zimmer","3",20377,3280000,10230000
2016,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8",5,"5","5-Zimmer","2–6",13236,2235000,4470000
2016,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8",6,"6","6-Zimmer und mehr","1–3",10779,6640000,K
2016,"D",1,"22","Kauf",1,"J","Ja",81,"081","Seefeld",1,"1","1-Zimmer","0",,,
